Block,#Transaction,#Contract,#Ret
187443,1,1,0
187450,1,1,0
187456,1,1,0
187458,1,1,0
187466,1,1,0
187469,1,1,0
187471,1,1,0
187478,1,1,0
187483,1,1,0
187484,1,1,0
187485,1,1,0
187494,1,1,0
187503,1,1,0
187504,1,1,0
187512,1,1,0
187538,1,1,0
187569,1,1,0
187598,1,1,0
187636,1,1,0
187637,1,1,0
187649,1,1,0
187680,1,1,0
187685,1,1,0
187736,1,1,0
187741,1,1,0
187744,1,1,0
187761,1,1,0
187768,1,1,0
187777,1,1,0
187816,1,1,0
187829,1,1,0
187907,1,1,0
187910,1,1,0
187913,1,1,0
187924,1,1,0
187925,1,1,0
187940,1,1,0
187986,1,1,0
188072,1,1,0
188114,1,1,0
188118,1,1,0
188126,1,1,0
188404,1,1,0
188419,1,1,0
188434,1,1,0
188438,1,1,0
188447,1,1,0
188451,1,1,0
188477,1,1,0
188479,1,1,0
188483,1,1,0
188485,1,1,0
188488,1,1,0
188491,1,1,0
188494,1,1,0
188496,1,1,0
188499,1,1,0
188500,1,1,0
188503,1,1,0
188505,1,1,0
188508,1,1,0
188510,1,1,0
188518,1,1,0
188524,1,1,0
188543,1,1,0
188553,1,1,0
188598,1,1,0
188671,1,1,0
188674,1,1,0
188684,1,1,0
188689,1,1,0
188717,1,1,0
188813,1,1,0
188854,1,1,0
188900,1,1,0
188912,1,1,0
188914,1,1,0
188946,1,1,0
188955,1,1,0
188988,1,1,0
189045,1,1,0
189049,1,1,0
189096,1,1,0
189143,1,1,0
189146,1,1,0
189159,1,1,0
189173,1,1,0
189180,1,1,0
189183,1,1,0
189203,1,1,0
189232,2,2,0
189278,1,1,0
189387,1,1,0
189394,1,1,0
189439,1,1,0
189457,1,1,0
189463,1,1,0
189466,1,1,0
189467,1,1,0
189476,1,1,0
189573,1,1,0
189590,1,1,0
189601,1,1,0
189615,1,1,0
189643,1,1,0
189869,1,1,0
190126,1,1,0
190157,1,1,0
190158,1,1,0
190166,1,1,0
190263,1,1,0
190309,1,1,0
190330,1,1,0
190333,2,2,0
190355,1,1,0
190367,1,1,0
190377,1,1,0
190561,1,1,0
190585,1,1,0
190598,1,1,0
191216,1,1,0
191224,1,1,0
191229,1,1,0
191254,1,1,0
191275,1,1,0
191295,1,1,0
191307,1,1,0
191393,1,1,0
191429,1,1,0
191544,1,1,0
192074,1,1,0
192103,2,2,0
192127,1,1,0
192128,1,1,0
192136,1,1,0
192351,1,1,0
192528,1,1,0
192565,1,1,0
192614,1,1,0
192628,1,1,0
192667,1,1,0
192696,1,1,0
192824,1,1,0
192873,1,1,0
193342,1,1,0
193618,1,1,0
193794,1,1,0
193809,1,1,0
194017,1,1,0
194027,1,1,0
194048,1,1,0
194666,1,1,0
194718,1,1,0
194749,1,1,0
194756,1,1,0
194881,1,1,0
195280,1,1,0
195555,1,1,0
195577,1,1,0
195588,1,1,0
195766,1,1,0
195861,1,1,0
195865,1,1,0
195875,1,1,0
195904,1,1,0
196096,1,1,0
196170,1,1,0
196179,1,1,0
196212,1,1,0
196237,1,1,0
196427,1,1,0
196448,1,1,0
196617,1,1,0
196692,1,1,0
196715,1,1,0
196950,1,1,0
196964,1,1,0
196978,1,1,0
196982,1,1,0
196988,1,1,0
196990,1,1,0
197020,1,1,0
197057,1,1,0
197091,1,1,0
197260,1,1,0
197263,1,1,0
197278,1,1,0
197304,1,1,0
197315,1,1,0
197317,1,1,0
197327,1,1,0
197329,1,1,0
197354,1,1,0
197363,1,1,0
197371,1,1,0
197381,1,1,0
197394,1,1,0
197661,1,1,0
197673,1,1,0
197729,1,1,0
197750,1,1,0
197766,1,1,0
197775,1,1,0
197778,1,1,0
197874,1,1,0
197959,1,1,0
198153,1,1,0
198159,1,1,0
198167,1,1,0
198220,1,1,0
198257,1,1,0
198399,1,1,0
198437,1,1,0
198561,1,1,0
198598,1,1,0
198705,1,1,0
198798,1,1,0
198816,1,1,0
198843,1,1,0
198923,1,1,0
199071,1,1,0
199088,2,2,0
199098,1,1,0
199204,1,1,0
199213,1,1,0
199240,1,1,0
199293,1,1,0
199301,1,1,0
199314,1,1,0
199334,1,1,0
199344,1,1,0
199389,1,1,0
199396,1,1,0
199456,1,1,0
199470,1,1,0
199483,1,1,0
199541,1,1,0
199569,1,1,0
199587,1,1,0
199588,1,1,0
199592,1,1,0
199597,2,2,0
199598,1,1,0
199605,1,1,0
199610,1,1,0
199640,1,1,0
199673,1,1,0
199675,1,1,0
199677,1,1,0
199683,1,1,0
199695,1,1,0
199702,1,1,0
199716,1,1,0
199732,1,1,0
199797,1,1,0
199821,1,1,0
199852,1,1,0
199883,1,1,0
199897,1,1,0
199929,1,1,0
199971,1,1,0
200182,1,1,0
200205,1,1,0
200214,1,1,0
200225,1,1,0
200249,1,1,0
200276,2,2,0
200295,1,1,0
200437,1,1,0
200497,1,1,0
200515,1,1,0
200568,1,1,0
200604,1,1,0
200694,1,1,0
200768,1,1,0
200777,1,1,0
200805,2,2,0
200807,1,1,0
200860,1,1,0
200883,1,1,0
200900,1,1,0
200903,1,1,0
200906,1,1,0
200908,1,1,0
200915,1,1,0
200919,1,1,0
200935,1,1,0
200962,1,1,0
200967,1,1,0
200977,1,1,0
200978,1,1,0
200984,1,1,0
200986,1,1,0
200997,1,1,0
201020,1,1,0
201029,1,1,0
201057,1,1,0
201067,1,1,0
201093,1,1,0
201095,1,1,0
201110,1,1,0
201121,1,1,0
201127,1,1,0
201138,1,1,0
201148,2,2,0
201162,1,1,0
201167,1,1,0
201171,1,1,0
201191,1,1,0
201217,1,1,0
201241,1,1,0
201250,1,1,0
201275,1,1,0
201294,1,1,0
201322,1,1,0
201343,1,1,0
201345,1,1,0
201367,1,1,0
201368,1,1,0
201373,1,1,0
201388,1,1,0
201435,1,1,0
201466,1,1,0
201479,1,1,0
201496,1,1,0
201528,1,1,0
201579,1,1,0
201586,1,1,0
201606,1,1,0
201617,1,1,0
201624,1,1,0
201732,1,1,0
201746,1,1,0
201757,1,1,0
201779,1,1,0
201795,1,1,0
201821,1,1,0
201824,1,1,0
201828,1,1,0
201841,1,1,0
201877,2,2,0
201884,1,1,0
201941,1,1,0
201969,1,1,0
201973,1,1,0
202008,1,1,0
202036,1,1,0
202049,1,1,0
202076,1,1,0
202084,1,1,0
202103,1,1,0
202106,1,1,0
202127,1,1,0
202135,1,1,0
202137,1,1,0
202154,1,1,0
202182,1,1,0
202191,1,1,0
202204,1,1,0
202219,1,1,0
202239,1,1,0
202264,1,1,0
202279,1,1,0
202288,1,1,0
202306,1,1,0
202308,1,1,0
202313,1,1,0
202328,1,1,0
202470,1,1,0
202477,1,1,0
202516,1,1,0
202550,1,1,0
202567,1,1,0
202596,1,1,0
202604,1,1,0
202667,1,1,0
202674,2,2,0
202696,1,1,0
202716,1,1,0
202727,1,1,0
202752,1,1,0
202757,1,1,0
202761,1,1,0
202766,1,1,0
202770,1,1,0
202776,1,1,0
202779,1,1,0
202781,1,1,0
202786,1,1,0
202802,1,1,0
202804,1,1,0
202825,1,1,0
202860,1,1,0
202863,1,1,0
202925,1,1,0
202932,1,1,0
202946,1,1,0
202962,1,1,0
202974,1,1,0
202991,1,1,0
203034,1,1,0
203040,1,1,0
203048,1,1,0
203063,1,1,0
203064,1,1,0
203090,1,1,0
203101,1,1,0
203116,1,1,0
203120,1,1,0
203132,1,1,0
203142,1,1,0
203146,1,1,0
203163,1,1,0
203199,1,1,0
203205,1,1,0
203227,1,1,0
203263,1,1,0
203271,1,1,0
203295,1,1,0
203302,1,1,0
203317,1,1,0
203319,1,1,0
203327,1,1,0
203350,1,1,0
203360,1,1,0
203361,1,1,0
203366,1,1,0
203374,1,1,0
203377,1,1,0
203379,1,1,0
203384,2,2,0
203386,1,1,0
203391,2,2,0
203397,1,1,0
203401,1,1,0
203407,1,1,0
203411,1,1,0
203415,1,1,0
203418,2,2,0
203420,1,1,0
203424,1,1,0
203431,1,1,0
203434,1,1,0
203436,1,1,0
203439,1,1,0
203448,1,1,0
203484,1,1,0
203491,1,1,0
203496,1,1,0
203507,1,1,0
203513,1,1,0
203515,1,1,0
203519,1,1,0
203525,1,1,0
203531,1,1,0
203537,1,1,0
203543,1,1,0
203568,1,1,0
203583,1,1,0
203617,1,1,0
203625,1,1,0
203644,1,1,0
203677,1,1,0
203683,1,1,0
203730,1,1,0
203739,1,1,0
203761,6,6,0
203762,7,7,0
203769,1,1,0
203779,1,1,0
203780,1,1,0
203797,7,7,0
203798,7,7,0
203807,1,1,0
203829,2,2,0
203830,7,7,0
203831,10,10,0
203832,1,1,0
203867,1,1,0
203883,7,7,0
203884,7,7,0
203885,9,9,0
203886,9,9,0
203891,6,6,0
203892,7,7,0
203893,8,8,0
203894,9,9,0
203895,5,5,0
203902,6,6,0
203903,6,6,0
203904,9,9,0
203905,8,8,0
203906,6,6,0
203910,5,5,0
203911,7,7,0
203912,6,6,0
203913,8,8,0
203914,10,10,0
203915,5,5,0
203922,11,11,0
203923,6,6,0
203924,7,7,0
203925,8,8,0
203926,9,9,0
203927,5,5,0
203930,1,1,0
203931,5,5,0
203932,7,7,0
203933,8,8,0
203934,7,7,0
203935,10,10,0
203936,6,6,0
203937,6,6,0
203942,5,5,0
203943,6,6,0
203944,8,8,0
203945,8,8,0
203946,7,7,0
203947,9,9,0
203948,6,6,0
203952,4,4,0
203953,8,8,0
203954,6,6,0
203955,7,7,0
203956,7,7,0
203957,9,9,0
203958,7,7,0
203959,9,9,0
203965,6,6,0
203966,9,9,0
203967,8,8,0
203968,7,7,0
203969,10,10,0
203970,6,6,0
203971,7,7,0
203972,5,5,0
203973,1,1,0
203977,1,1,0
203986,7,7,0
203987,11,11,0
203988,6,6,0
203989,10,10,0
203990,6,6,0
203991,6,6,0
203992,7,7,0
203993,11,11,0
203995,1,1,0
204009,6,6,0
204010,8,8,0
204011,9,9,0
204012,7,7,0
204013,9,9,0
204014,8,8,0
204015,7,7,0
204016,11,11,0
204023,3,3,0
204024,9,9,0
204025,7,7,0
204026,8,8,0
204027,10,10,0
204028,6,6,0
204029,9,9,0
204030,8,8,0
204031,7,7,0
204032,11,11,0
204040,6,6,0
204041,7,7,0
204042,8,8,0
204043,9,9,0
204044,6,6,0
204045,9,9,0
204046,7,7,0
204047,9,9,0
204048,9,9,0
204049,9,9,0
204054,6,6,0
204055,9,9,0
204056,7,7,0
204057,9,9,0
204058,8,8,0
204059,6,6,0
204060,10,10,0
204061,8,8,0
204062,6,6,0
204063,9,9,0
204075,1,1,0
204077,7,7,0
204078,9,9,0
204079,8,8,0
204080,6,6,0
204081,7,7,0
204082,8,8,0
204083,7,7,0
204084,11,11,0
204085,7,7,0
204086,8,8,0
204087,6,6,0
204088,1,1,0
204093,8,8,0
204094,7,7,0
204095,10,10,0
204096,6,6,0
204097,8,8,0
204098,9,9,0
204099,9,9,0
204100,6,6,0
204101,8,8,0
204102,8,8,0
204103,7,7,0
204104,6,6,0
204109,1,1,0
204110,9,9,0
204111,9,9,0
204112,6,6,0
204113,9,9,0
204114,8,8,0
204115,7,7,0
204116,8,8,0
204117,10,10,0
204118,5,5,0
204119,8,8,0
204120,10,10,0
204131,11,11,0
204132,6,6,0
204133,7,7,0
204134,10,10,0
204135,5,5,0
204136,11,11,0
204139,4,4,0
204140,8,8,0
204141,8,8,0
204151,1,1,0
204155,1,1,0
204158,1,1,0
204161,1,1,0
204164,1,1,0
204173,1,1,0
204177,1,1,0
204182,1,1,0
204183,1,1,0
204185,1,1,0
204200,1,1,0
204230,1,1,0
204258,2,2,0
204279,1,1,0
204302,1,1,0
204321,1,1,0
204325,1,1,0
204326,1,1,0
204334,1,1,0
204341,1,1,0
204375,1,1,0
204385,1,1,0
204397,1,1,0
204405,1,1,0
204412,1,1,0
204414,1,1,0
204425,1,1,0
204431,1,1,0
204432,1,1,0
204442,1,1,0
204479,1,1,0
204495,1,1,0
204501,1,1,0
204502,1,1,0
204504,1,1,0
204516,1,1,0
204532,1,1,0
204638,1,1,0
204652,1,1,0
204665,1,1,0
204688,1,1,0
204693,1,1,0
204714,1,1,0
204806,1,1,0
204810,1,1,0
204891,1,1,0
204948,1,1,0
204958,1,1,0
204979,1,1,0
204983,1,1,0
205001,1,1,0
205122,1,1,0
205164,1,1,0
205188,1,1,0
205252,1,1,0
205269,2,2,0
205359,1,1,0
205364,1,1,0
205370,2,2,0
205385,1,1,0
205396,1,1,0
205414,1,1,0
205427,1,1,0
205432,1,1,0
205436,1,1,0
205442,1,1,0
205545,1,1,0
205597,1,1,0
205683,1,1,0
205761,1,1,0
205777,1,1,0
205856,1,1,0
206000,1,1,0
206020,1,1,0
206024,1,1,0
206035,1,1,0
206125,1,1,0
206169,1,1,0
206191,1,1,0
206231,1,1,0
206284,2,2,0
206316,1,1,0
206323,1,1,0
206332,1,1,0
206346,1,1,0
206350,1,1,0
206358,1,1,0
206393,1,1,0
206416,1,1,0
206470,1,1,0
206481,1,1,0
206538,1,1,0
206539,1,1,0
206540,2,2,0
206541,1,1,0
206542,1,1,0
206543,2,2,0
206544,1,1,0
206545,2,2,0
206546,1,1,0
206547,2,2,0
206548,1,1,0
206549,2,2,0
206550,1,1,0
206551,1,1,0
206552,1,1,0
206553,2,2,0
206554,2,2,0
206555,2,2,0
206556,1,1,0
206557,2,2,0
206558,3,3,0
206559,2,2,0
206560,4,4,0
206561,2,2,0
206562,2,2,0
206563,2,2,0
206564,2,2,0
206565,4,4,0
206568,1,1,0
206569,1,1,0
206570,2,2,0
206571,1,1,0
206572,2,2,0
206574,2,2,0
206575,1,1,0
206576,1,1,0
206577,1,1,0
206579,3,3,0
206580,2,2,0
206581,4,4,0
206582,2,2,0
206583,4,4,0
206584,3,3,0
206585,5,5,0
206586,2,2,0
206587,3,3,0
206589,2,2,0
206590,4,4,0
206591,2,2,0
206592,4,4,0
206593,1,1,0
206594,1,1,0
206595,4,4,0
206596,2,2,0
206597,3,3,0
206598,2,2,0
206599,1,1,0
206600,2,2,0
206601,2,2,0
206602,3,3,0
206603,3,3,0
206604,2,2,0
206605,3,3,0
206606,3,3,0
206607,3,3,0
206608,3,3,0
206609,2,2,0
206610,4,4,0
206611,1,1,0
206612,2,2,0
206613,1,1,0
206614,2,2,0
206615,1,1,0
206616,1,1,0
206617,2,2,0
206618,1,1,0
206619,2,2,0
206620,1,1,0
206621,1,1,0
206622,1,1,0
206623,1,1,0
206624,2,2,0
206625,1,1,0
206626,2,2,0
206640,1,1,0
206644,1,1,0
206652,1,1,0
206701,1,1,0
206731,1,1,0
206739,1,1,0
206754,1,1,0
206772,1,1,0
206880,1,1,0
206940,1,1,0
206991,1,1,0
206994,1,1,0
207009,1,1,0
207019,1,1,0
207023,1,1,0
207028,1,1,0
207061,1,1,0
207071,1,1,0
207093,1,1,0
207096,1,1,0
207139,1,1,0
207146,1,1,0
207155,1,1,0
207170,1,1,0
207178,1,1,0
207207,1,1,0
207235,1,1,0
207242,1,1,0
207255,1,1,0
207257,1,1,0
207262,1,1,0
207265,1,1,0
207276,1,1,0
207282,1,1,0
207290,1,1,0
207296,1,1,0
207299,1,1,0
207312,1,1,0
207404,1,1,0
207428,1,1,0
207439,1,1,0
207440,1,1,0
207502,1,1,0
207509,1,1,0
207519,1,1,0
207633,1,1,0
207639,1,1,0
207651,1,1,0
207675,1,1,0
207690,1,1,0
207692,1,1,0
207723,1,1,0
207737,1,1,0
207795,1,1,0
207826,1,1,0
207835,1,1,0
207862,1,1,0
207885,1,1,0
207907,1,1,0
207910,1,1,0
207925,1,1,0
207934,1,1,0
207937,1,1,0
207962,2,2,0
207976,1,1,0
207979,1,1,0
207991,1,1,0
208002,1,1,0
208005,1,1,0
208009,1,1,0
208010,1,1,0
208012,1,1,0
208017,1,1,0
208021,1,1,0
208026,1,1,0
208029,1,1,0
208030,1,1,0
208034,1,1,0
208037,1,1,0
208058,1,1,0
208062,1,1,0
208066,1,1,0
208070,1,1,0
208111,1,1,0
208143,1,1,0
208201,1,1,0
208216,1,1,0
208237,1,1,0
208259,1,1,0
208260,1,1,0
208275,1,1,0
208287,1,1,0
208341,1,1,0
208413,1,1,0
208431,1,1,0
208444,1,1,0
208465,1,1,0
208487,1,1,0
208720,1,1,0
208781,1,1,0
208818,1,1,0
208833,1,1,0
208854,1,1,0
208893,1,1,0
208902,1,1,0
208910,15,15,0
208911,162,162,0
208912,151,151,0
208913,39,39,0
208929,1,1,0
208935,1,1,0
208936,1,1,0
208937,1,1,0
208945,1,1,0
208950,1,1,0
208951,1,1,0
208954,1,1,0
208957,1,1,0
208965,1,1,0
208967,1,1,0
208969,1,1,0
208971,2,2,0
208975,2,2,0
208980,1,1,0
208982,1,1,0
208985,3,3,0
208991,1,1,0
208992,1,1,0
209004,2,2,0
209005,1,1,0
209007,1,1,0
209008,1,1,0
209015,2,2,0
209023,2,2,0
209028,1,1,0
209029,1,1,0
209030,1,1,0
209032,1,1,0
209035,1,1,0
209038,1,1,0
209041,1,1,0
209048,1,1,0
209049,1,1,0
209053,1,1,0
209056,3,3,0
209059,1,1,0
209061,1,1,0
209068,1,1,0
209069,1,1,0
209071,1,1,0
209072,1,1,0
209079,1,1,0
209080,1,1,0
209082,1,1,0
209085,1,1,0
209088,1,1,0
209089,2,2,0
209091,2,2,0
209092,1,1,0
209094,1,1,0
209097,1,1,0
209098,2,2,0
209099,1,1,0
209101,1,1,0
209103,1,1,0
209104,1,1,0
209107,1,1,0
209111,1,1,0
209112,1,1,0
209125,1,1,0
209138,1,1,0
209151,1,1,0
209154,1,1,0
209167,1,1,0
209169,1,1,0
209174,1,1,0
209181,1,1,0
209185,1,1,0
209191,1,1,0
209201,1,1,0
209209,1,1,0
209215,1,1,0
209229,1,1,0
209233,1,1,0
209240,1,1,0
209241,1,1,0
209248,1,1,0
209264,1,1,0
209267,1,1,0
209290,1,1,0
209293,1,1,0
209295,1,1,0
209296,1,1,0
209309,1,1,0
209317,1,1,0
209323,1,1,0
209350,1,1,0
209362,1,1,0
209367,1,1,0
209376,1,1,0
209414,1,1,0
209415,1,1,0
209419,1,1,0
209439,1,1,0
209448,1,1,0
209463,3,3,0
209467,1,1,0
209471,1,1,0
209476,1,1,0
209483,1,1,0
209492,1,1,0
209497,1,1,0
209503,1,1,0
209508,1,1,0
209509,2,2,0
209511,1,1,0
209515,1,1,0
209522,1,1,0
209525,1,1,0
209558,2,2,0
209559,1,1,0
209561,1,1,0
209565,1,1,0
209566,1,1,0
209573,1,1,0
209577,1,1,0
209589,1,1,0
209598,1,1,0
209609,1,1,0
209613,1,1,0
209615,1,1,0
209621,1,1,0
209636,1,1,0
209655,1,1,0
209660,1,1,0
209666,1,1,0
209693,1,1,0
209694,1,1,0
209715,1,1,0
209719,1,1,0
209728,2,2,0
209746,1,1,0
209749,1,1,0
209756,1,1,0
209774,1,1,0
209784,1,1,0
209806,1,1,0
209850,1,1,0
209853,1,1,0
209854,1,1,0
209856,1,1,0
209861,1,1,0
209869,1,1,0
209879,1,1,0
209891,1,1,0
209900,1,1,0
209901,1,1,0
209929,1,1,0
209959,1,1,0
209970,1,1,0
209975,1,1,0
209990,1,1,0
209998,1,1,0
210005,1,1,0
210012,1,1,0
210045,1,1,0
210048,1,1,0
210059,1,1,0
210064,1,1,0
210076,1,1,0
210078,1,1,0
210080,1,1,0
210089,1,1,0
210090,1,1,0
210095,1,1,0
210101,1,1,0
210116,1,1,0
210144,1,1,0
210162,1,1,0
210190,1,1,0
210191,1,1,0
210196,1,1,0
210219,1,1,0
210224,1,1,0
210232,1,1,0
210245,1,1,0
210292,1,1,0
210296,2,2,0
210325,1,1,0
210357,2,2,0
210369,1,1,0
210374,1,1,0
210380,1,1,0
210387,1,1,0
210418,1,1,0
210424,1,1,0
210443,1,1,0
210478,1,1,0
210500,1,1,0
210517,1,1,0
210523,1,1,0
210551,1,1,0
210556,1,1,0
210561,1,1,0
210588,1,1,0
210597,1,1,0
210620,1,1,0
210646,1,1,0
210704,1,1,0
210707,1,1,0
210810,1,1,0
210813,1,1,0
210819,1,1,0
210825,1,1,0
210837,1,1,0
210838,1,1,0
210840,1,1,0
210847,1,1,0
210848,1,1,0
210851,1,1,0
210858,1,1,0
210861,1,1,0
210867,1,1,0
210871,1,1,0
210872,1,1,0
210873,1,1,0
210875,1,1,0
210883,2,2,0
210914,1,1,0
210919,1,1,0
210930,1,1,0
210938,1,1,0
210953,1,1,0
210958,1,1,0
210965,1,1,0
210982,1,1,0
210990,1,1,0
210991,1,1,0
211010,1,1,0
211014,1,1,0
211019,1,1,0
211043,1,1,0
211058,1,1,0
211068,1,1,0
211069,1,1,0
211076,1,1,0
211080,1,1,0
211087,1,1,0
211093,2,2,0
211099,1,1,0
211104,1,1,0
211108,1,1,0
211109,1,1,0
211125,1,1,0
211126,1,1,0
211139,1,1,0
211141,1,1,0
211143,1,1,0
211162,1,1,0
211167,1,1,0
211168,1,1,0
211175,2,2,0
211185,2,2,0
211190,1,1,0
211191,9,9,0
211201,1,1,0
211212,1,1,0
211219,1,1,0
211223,1,1,0
211226,1,1,0
211231,1,1,0
211235,1,1,0
211244,1,1,0
211251,1,1,0
211261,1,1,0
211273,1,1,0
211291,1,1,0
211295,1,1,0
211298,1,1,0
211302,1,1,0
211309,1,1,0
211349,1,1,0
211356,1,1,0
211382,1,1,0
211430,1,1,0
211432,1,1,0
211447,1,1,0
211457,1,1,0
211469,1,1,0
211470,1,1,0
211487,1,1,0
211489,1,1,0
211495,1,1,0
211496,2,2,0
211499,3,3,0
211502,1,1,0
211503,1,1,0
211504,1,1,0
211508,1,1,0
211536,1,1,0
211549,1,1,0
211589,1,1,0
211678,1,1,0
211683,1,1,0
211684,1,1,0
211688,1,1,0
211694,1,1,0
211698,1,1,0
211711,1,1,0
211773,1,1,0
211786,1,1,0
211864,1,1,0
211988,1,1,0
212000,1,1,0
212017,1,1,0
212023,1,1,0
212050,1,1,0
212098,1,1,0
212106,1,1,0
212130,1,1,0
212160,1,1,0
212215,1,1,0
212224,1,1,0
212243,1,1,0
212250,1,1,0
212264,1,1,0
212299,1,1,0
212314,1,1,0
212327,1,1,0
212332,1,1,0
212349,1,1,0
212356,1,1,0
212363,1,1,0
212365,1,1,0
212375,1,1,0
212385,1,1,0
212430,1,1,0
212448,1,1,0
212453,1,1,0
212482,1,1,0
212485,1,1,0
212552,1,1,0
212574,1,1,0
212578,1,1,0
212583,1,1,0
212586,1,1,0
212593,2,2,0
212596,1,1,0
212614,1,1,0
212668,1,1,0
212669,2,2,0
212682,1,1,0
212690,1,1,0
212702,1,1,0
212752,1,1,0
212837,1,1,0
212845,1,1,0
212876,1,1,0
212898,1,1,0
212909,1,1,0
212911,1,1,0
212953,1,1,0
212986,1,1,0
212994,1,1,0
213051,1,1,0
213074,1,1,0
213115,1,1,0
213118,1,1,0
213121,1,1,0
213124,1,1,0
213129,1,1,0
213132,1,1,0
213135,1,1,0
213138,1,1,0
213141,1,1,0
213144,1,1,0
213147,1,1,0
213150,1,1,0
213153,1,1,0
213157,1,1,0
213160,1,1,0
213163,1,1,0
213165,1,1,0
213166,1,1,0
213169,1,1,0
213203,1,1,0
213206,1,1,0
213209,1,1,0
213212,1,1,0
213214,1,1,0
213217,1,1,0
213218,1,1,0
213219,1,1,0
213222,1,1,0
213224,1,1,0
213225,1,1,0
213227,1,1,0
213230,1,1,0
213233,1,1,0
213236,1,1,0
213238,1,1,0
213241,1,1,0
213243,1,1,0
213246,2,2,0
213251,2,2,0
213254,1,1,0
213256,1,1,0
213259,1,1,0
213265,1,1,0
213317,1,1,0
213323,1,1,0
213344,1,1,0
213360,1,1,0
213416,1,1,0
213427,1,1,0
213431,1,1,0
213504,1,1,0
213528,1,1,0
213534,1,1,0
213548,1,1,0
213575,1,1,0
213583,1,1,0
213616,1,1,0
213625,1,1,0
213634,1,1,0
213676,1,1,0
213678,1,1,0
213679,1,1,0
213680,1,1,0
213684,1,1,0
213706,1,1,0
213741,1,1,0
213742,1,1,0
213751,1,1,0
213756,1,1,0
213763,1,1,0
213766,1,1,0
213774,1,1,0
213781,1,1,0
213794,1,1,0
213795,1,1,0
213815,1,1,0
213905,1,1,0
213912,1,1,0
213921,1,1,0
213928,1,1,0
213953,1,1,0
213961,1,1,0
213966,1,1,0
213971,1,1,0
214000,1,1,0
214010,1,1,0
214048,1,1,0
214070,1,1,0
214091,1,1,0
214097,1,1,0
214099,1,1,0
214117,1,1,0
214153,28,28,0
214154,51,51,0
214155,21,21,0
214158,1,1,0
214170,1,1,0
214190,1,1,0
214205,1,1,0
214219,1,1,0
214222,1,1,0
214226,1,1,0
214308,1,1,0
214320,1,1,0
214357,1,1,0
214361,1,1,0
214366,1,1,0
214403,1,1,0
214426,1,1,0
214433,1,1,0
214438,1,1,0
214451,1,1,0
214482,1,1,0
214489,1,1,0
214508,1,1,0
214511,1,1,0
214527,1,1,0
214568,1,1,0
214613,1,1,0
214624,1,1,0
214658,1,1,0
214665,1,1,0
214699,1,1,0
214701,1,1,0
214741,1,1,0
214838,1,1,0
214843,1,1,0
214855,1,1,0
214862,1,1,0
214869,1,1,0
214879,1,1,0
214892,1,1,0
214965,1,1,0
214969,1,1,0
214971,1,1,0
214973,1,1,0
214990,1,1,0
215005,1,1,0
215016,1,1,0
215054,1,1,0
215077,1,1,0
215085,1,1,0
215116,1,1,0
215149,1,1,0
215167,1,1,0
215182,1,1,0
215204,1,1,0
215216,1,1,0
215234,1,1,0
215238,1,1,0
215250,1,1,0
215333,1,1,0
215339,1,1,0
215402,1,1,0
215443,1,1,0
215465,1,1,0
215476,1,1,0
215500,1,1,0
215573,1,1,0
215598,1,1,0
215599,1,1,0
215607,1,1,0
215614,1,1,0
215625,1,1,0
215643,1,1,0
215662,1,1,0
215664,1,1,0
215668,1,1,0
215677,1,1,0
215681,1,1,0
215695,1,1,0
215700,1,1,0
215712,1,1,0
215715,1,1,0
215722,1,1,0
215727,1,1,0
215741,1,1,0
215753,1,1,0
215760,1,1,0
215764,1,1,0
215777,1,1,0
215791,1,1,0
215798,1,1,0
215815,1,1,0
215830,1,1,0
215889,1,1,0
215923,1,1,0
215952,1,1,0
215967,1,1,0
215972,1,1,0
215983,1,1,0
216015,1,1,0
216021,1,1,0
216029,1,1,0
216048,1,1,0
216062,1,1,0
216069,1,1,0
216074,1,1,0
216077,1,1,0
216084,1,1,0
216212,1,1,0
216241,1,1,0
216297,1,1,0
216304,1,1,0
216317,1,1,0
216320,1,1,0
216328,1,1,0
216351,1,1,0
216361,1,1,0
216364,1,1,0
216414,1,1,0
216431,1,1,0
216435,1,1,0
216512,1,1,0
216526,1,1,0
216537,1,1,0
216549,1,1,0
216574,1,1,0
216598,1,1,0
216608,1,1,0
216612,1,1,0
216646,1,1,0
216656,1,1,0
216827,2,2,0
216836,1,1,0
216845,1,1,0
216853,1,1,0
216890,1,1,0
216926,1,1,0
216943,1,1,0
216945,1,1,0
216948,1,1,0
217023,1,1,0
217029,1,1,0
217036,1,1,0
217052,1,1,0
217089,1,1,0
217096,1,1,0
217103,1,1,0
217109,1,1,0
217122,2,2,0
217133,1,1,0
217141,1,1,0
217144,1,1,0
217148,1,1,0
217244,1,1,0
217257,1,1,0
217324,1,1,0
217347,1,1,0
217405,1,1,0
217428,11,11,0
217429,9,9,0
217430,13,13,0
217431,10,10,0
217432,11,11,0
217433,11,11,0
217434,11,11,0
217435,12,12,0
217436,12,12,0
217437,12,12,0
217438,10,10,0
217439,12,12,0
217440,11,11,0
217441,10,10,0
217442,14,14,0
217443,10,10,0
217444,13,13,0
217445,8,8,0
217446,6,6,0
217447,5,5,0
217448,12,12,0
217449,11,11,0
217450,11,11,0
217451,12,12,0
217452,12,12,0
217453,12,12,0
217454,11,11,0
217455,12,12,0
217456,10,10,0
217457,12,12,0
217458,10,10,0
